2023-07-09T00:05:32.385+09:00,newbi,KeyEvent,65535:524:0,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess.cpp,,256,0,Changes
2023-07-09T00:06:03.982+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.488+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.519+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.545+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.579+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.605+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.635+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.664+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.695+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.729+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.760+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.792+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.819+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.848+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.876+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.906+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.936+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.966+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:04.996+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.027+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.058+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.088+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.120+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.150+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.182+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.209+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.239+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.269+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.301+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.327+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.361+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.391+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.421+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.450+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.482+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
2023-07-09T00:06:05.511+09:00,newbi,KeyEvent,65535:17:2,summer,Editor,C:/Users/newbi/CLionProjects/summer/chess_main.cpp,,4,0,Changes
